"Name","Latitude","Longitude"
"morupside",,
"JenniferWGME",,
"__aarum",,
"KAMRLocal4News",,
"KAMRLocal4News",,
"HussonSpectator",,
"HussonSpectator",,
"KZoellnerTV",,
"KZoellnerTV",,
"InterimSt",,
"MallofMonroe",,
"LindsayPH",,
"EmmausBibleCo",,
"pwbrady3",40.9352105,-81.4807895
"ServproRockford",,
"HeatherJones108",,
"EmilyFPeters",,
"cruz1z",,
"twoggtwisters",,
"whowardburgess",,
"virtualmatrix",,
"TheGrandOldGame",,
"SidheSaidWhat",,
"ABC57weather",,
"KHOUBlake11",,
"sarah_shortcake",30.937336,-91.4010085
"RMHSHockey1",,
"StDomHospital",,
"FoodiePhysician",,
"lexie_baptista",,
"maicdago",,
"WorcesterHealth",,
"MichelsonMedRF",,
"TriMediaee",,
"TheGrittyDev",,
"aapact",,
"HMHNewJersey",,
"TCHDHealth",,
"AHLAlerts",,
"HouseBeautiful",,
"StephStephens",,
"10NewsHunt",,
"oawhealth",,
"AlyssaLyda",,
"GrossmontHealth",,
"eyoste",,
"witfnews",,
"witfnews",,
"AYHFamilycare",,
"AYHFamilycare",,
"MissionCISD",,
"F3_MrClean",,
"JarosPharmacy",,
"WorldWeeklyNew2",,
"_Rh0_",,
"teastea",,
"PPHCanada",,
"DuhItsMeSheHer",,
"Alexhandr_D",,
"OrganicSleepNC",,
"TopMDLender",,
"CoachJennThomas",,
"drfeleciasumner",,
"McKesson",,
"UPMCHealthPlan",,
"itsmejmg",,
"admjstaff",,
"MommyConnection",,
"JuliBLee",,
"ChildrensMercy",,
"AlignmentHealth",,
"SWLouisianaAHEC",,
"MommyConnectWTO",,
"LonnieRhea",,
"wdcollinsworth",,
"sayhellonature",,
"veengineer",,
"MariettaObGyn",,
"kandookids",,
"rcameron9081",,
"GoHealthUC",,
"GoHealthUC",,
"_erinmansfield",,
"WESAconfluence",,
"FitzGab",,
"Bunzl_Canada",,
"SpecChem",,
"cathmoore",,
"SCPHD",,
"GeorgeKassianos",,
"AdrienneSmith12",,
"CCSPA_ACPCS",,
"BostonChildrens",,
"hypomodern",,
"HHSGov",,
"BurketLS",,
"AugurCo",,
"CitizenBoyer",,
"_sweet_and_sara",,
"JodySeal",,
"WomensHealthCT",,
"DianaMaslowski",,
"CleanItSupply",,
"AmaDiagnostic",,
"TuftsMedSchool",,
"lykamonsterr",,
"MerryTheMarine",,
"MerryTheMarine",,
"JCWclimate",,
"_jaslynnnn",,
"angelacraft",,
"therealjmichael",,
"wosunews",,
"wosunews",,
"vickiecouturier",,
"Sunflower_HH",,
"Jemthecat1",,
"THSAccaSingers",,
"keiandreayt",,
"xshs03g",28.0041725,-82.5873885
"EMoriartyWade",,
"DrPedre",,
"COMFOODPANTRY",,
"VitalPlan",,
"wen_sco",,
"USAFacts",,
"USAFacts",,
"USAFacts",,
"helenjgaston",,
"CWPatterson51",,
"GlitxnGlam",,
"mOppenheimTV",,
"mOppenheimTV",,
"mOppenheimTV",,
"WooshWashrooms",,
"javmo205",,
"MyP_Chicago",,
"duckn_pro",,
"SmpleCountryDoc",,
"baileymeives",,
"spadiva",,
"CindiLooHooo",,
"neutralnelly",,
"Ta2ewdRN",,
"NerdoRican",,
"tbronnerisme",,
"a35362",,
"a35362",,
"a35362",,
"a35362",,
"NightshiftWorkr",,
"narin__san",,
"BalanceTheChaos",,
"CSTribune",,
"Tyler1l1",,
"PeggyDolane",,
"NurseswthHeart",,
"wendydheard",,
"ClaudeKnows",,
"stephanie_wins",,
"ktlinmre_",,
"JoyCollinsMusic",,
"RicardoRiveraNJ",,
"DHealthDaily",,
"DHealthDaily",,
"ISAIAH_PEREZ99",32.7799665,-97.2859135
"Blessed__Inc",,
"lifeisgood35353",,
"BeyondType1",,
"LaGrangeMedical",,
"ChronicRights",,
"ajurnae",,
"PollsnOpinions",,
"rosiebray65",,
"kcdiversity",,
"cjp_photos",,
"Jason_Modere",,
"GreeneMoSkywarn",,
"jonuhubrd",,
"clevelanddotcom",,
"FSAstore",,
"EOnHerbs",,
"ImSoAmazingAna",,
"NevillePage",,
"mthpdx",,
"WEWS",,
"JYSchnaderMD",,
"weezbird",,
"Jmiller387",,
"PPFerguson314",,
"Immunize_USA",,
"DrHietanen",,
"815wrldtrvlr",,
"mimirand10",,
"mimirand10",,
"evarin_AAN",,
"mmeyer3",,
"KBSX915",,
"DignityHealthCC",,
"IDSE_Online",,
"_Adrianna_Lima",,
"ValerieWeippert",,
"bbttychmbrs1",,
"SterlingThrill",,
"CVSPharmD",,
"TheyCallMeDadd8",,
"gardsy1",,
"AnnaISDCTE",,
"AnnaISDCTE",,
"DougIpson",,
"VDHLiveWell",,
"VoiceOfReasonNW",,
"905wesa",,
"905wesa",,
"twigmouse",,
"realPolitiDiva",,
"NYC_NC",,
"CraigCustance",,
"beisos",,
"BJ_geektress",,
"BuddieMama",,
"ParentingAtHome",,
"dmb1116",,
"DohenyKathleen",,
"AerynPeterson",,
"NBCPhiladelphia",,
"HasbroChildrens",,
"allwellnews",,
"SeniorsFirstOrl",,
"DiffuserEssenti",,
"DSS_Missouri",,
"bestnewsicu",,
"VonniMediaMogul",,
"myHealthPal",,
"BonnierCorp",40.780709,-73.9685415
"natty4bumpo",,
"homeprospering",,
"TimBrooksDDS",,
"OR4MedFreedom",,
"FLHealthDuval",,
"AureHope",,
"HeatherOEPR",,
"LaReineChabut",34.05996,-118.41982
"filamSD",,
"twinfallstn",,
"SeattleMamaDoc",,
"kinsa",,
"rockthemicah",,
"alliekayton",,
"karencheee",,
"HEALTHCAREfirst",,
"petenkelaf",30.124856,-95.400973
"tony_terendass",,
"TheSpicyRD",,
"RoweCarenen",,
"URIpharmacyCPD",,
"AsburyParkPress",,
"cheetahsglobe",,
"BenjieWimberly",,
"brettbmartin",,
"AlzeinPeds",,
"JasonTibbelsMD",,
"VirginiaLRoss5",41.3824705,-81.6729869
"sam_bran_sisco",,
"dimensionsohs",,
"Meredith_Ulino",,
"VaxAmbassadors",,
"thedailyjournal",,
"dailyrecord",,
"brandonkallison",,
"rickestrada",26.1769615,-98.000235
"AshiMedic",,
"WholeHealthRx",,
"gmksp",,
"ACRCS_HomeCare",,
"EastTNChildrens",,
"EastTNChildrens",,
"ResisterDot",,
"csginc11",,
"GrangerGlen",,
"News12HipHop",,
"AJCHealthcare",,
"AJCHealthcare",,
"ExCaseusFortis",,
"csouthernhome",,
"MDCustomRx",,
"ShereefElnahal",,
"KeyaniGarcia",,
"millenniumrx",,
"SandraTMcGuire",,
"NASciencesTeam",,
"ElectricsNurse",,
"lpinsurance",,
"CatholicForLife",32.8100122,-117.10498915
"ipacuhn",,
"kirbyd93",29.668301,-95.15893585
"ACedarSpoon",,
"BrandConnectNYC",,
"Orlandoolier",,
"BeckyWillis",,
"baby_brady97",,
"KrisGBeanie",,
"ErikaE4488",,
"news_mitchell",,
"CTPharmacists",,
"HateYoKids",41.4959395,-81.7054672
"jdenike720",27.698682,-83.804475
"battlesuperbugs",,
"SpringhillMC",,
"ELMonikaBell",,
"julieswootton",,
"ksstradio1230",,
"melissachampxx",,
"GRAdvisers",,
"RadiaImaging",,
"HamiltonCHN",,
"SultanAlQassemi",41.298394,-72.9291585
"Spirit_Dental",,
"Mass_OSD",,
"SterlingHtsUC",,
"ClovisCare",,
"ThePostApoc",,
"ericanespinoza",,
"pcrickard",,
"TheCouncilCLE",,
"DalaTown",,
"KimbodianSpeaks",26.1513,-80.2837
"FloridaDOs",,
"_kristin_elise",,
"UHC",,
"MomNeedsABottle",,
"MarreSeleska",,
"UPMCnews",,
"UPMCnews",,
"DanHayesAU",36.607196,-79.418222
"Vanessrenee",,
"MotherToBaby",,
"WCHDOhio",,
"JulieEWash",,
"TamaraCamPhoto",,
"BSCLaGrange",,
"joebakey",,
"noniiinoniiii",,
"noniiinoniiii",,
"DallasOEM",,
"GroupSiesta",27.2774503,-82.5639857
"DrAvetian",,
"AFCBridgeport",,
"diabetessisters",,
"IDIatOSU",,
"boston25",,
"TNVolFan4evr",,
"DialysisSaves",,
"CherylIlov",,
"CynthiarMurray",,
"RCityStyle",,
"MAG_MRC",,
"GAChapterAAP",,
"PetesWire",,
"jennctzen",,
"shakerofthought",,
"DouglasHoltzman",,
"mdmirp",,
"_Milaxo",,
"Embres4425",40.0048655,-75.117998
"CarsonDeonS",37.331159,-121.8737305
"chrissy_atx",,
"RyanHensler",,
"juanitoco12",,
"annabellington",,
"chris28dooley",,
"chris28dooley",,
"RPDAgentLeon",,
"RPDAgentLeon",,
"AlixScott3",,
"JHamWells",,
"littlegiants14",,
"siod40",,
"MusesForDays",,
"emmaenorton",,
"gwaperela",,
"DorineWhite",,
"NO1GifQueen",,
"katherinepurdy_",,
"notshelbytfm",,
"TheMayraLara",,
"ixos",,
"jesswilliams302",,
"ValerieCatrow",,
"das_bomber",,
"little_tig3r",36.232915,-115.223125
"MyHealthyCounty",,
"AnnapPeds",,
"iamthemaven",,
"iamthemaven",,
"pfmonaco",,
"SassyScott13",,
"ComedicMerc",,
"Healthcare_Kate",,
"JessMaeHollow",,
"BelAirPatch",,
"BaltimorePatch",,
"AACountyPatch",,
"ArbutusMDPatch",,
"BethesdaCCPatch",,
"AberdeenMDPatch",,
"BowiePatch",,
"Preach_COOP",,
"XyHank",,
"richg6567",,
"AdGraphicsUS",,
"AmandaFaye2144",,
"UnpopularInuk",,
"nicogeodesigns",,
"kingsieu",,
"visitMVL_ia",,
"dentistmel",,
"GerryWieder",,
"yaelisaam",,
"skepticalraptor",,
"CupcakeTrixie",,
"Alisha_SBC",,
"ShoppeTem",,
"BriannaMauk",,
"kdonelan339",,
"_workingmother_",,
"DrSitzmann",,
"firemensrelief",,
"njfamilymag",,
"Browtweaten",,
"ParkedAndLive",,
"HalWatsonAc",,
"RRInternational",,
"RRInternational",,
"RoswellPatch",,
"RoswellPatch",,
"CummingPatch",,
"MidtownPatch",,
"TuckerGAPatch",,
"LawvillePatch",,
"CvillePatch",,
"MariettaPatch",,
"NorcrossPatch",,
"GwinnettGAPatch",,
"dummittens",,
"djrarey",36.965671,-86.4355085
"curehbp",,
"AyyyTilley",,
"BabsMcgillicuty",,
"michelledudash",,
"thelittlamb",,
"MountainViewLV",,
"jasmrios_",,
"NursesWhoVax",,
"RevoAid",,
"latchedmama",,
"motivatingthem1",,
"MIHospitalAssoc",,
"boerumhillchem",40.6916651,-73.9888682
"lbinthewild",,
"lbinthewild",,
"alicecurriex3",,
"CodeAnimal",,
"alisonleeh",,
"AbunNatural",,
"avantihospitals",,
"JUSTUSAOFFICIAL",,
"margmhorn",38.9044259938663,-77.0312165316152
"alantyson81",,
"DrFeliceGersh",40.780709,-73.9685415
"qualitywaterso1",,
"blackl0dger",,
"VidyaBobbaDMD",,
"REALITYofJNJ",,
"WomenFirstHC",,
"ThatsJacqueline",,
"EmilysArdor",,
"HCP_Nevada",,
"ellaspage",,
"Mtayok82",,
"monicazyoung",,
"kevinfinkbiner",,
"BetaMomma",,
"Kaiyah_77",,
"ondietandhealth",,
"MAhealthforkids",,
"HealthThorough",,
"amykboyington",,
"Mom04Nurse",,
"NYY001",,
"swampybake",,
"GALaBonty",,
"drhannahryan",,
"MesaJobs1",,
"Action10News",,
"alchimique",,
"DrCStuart",,
"Amberdofrose",40.57245555,-111.8609656
"tip6187",,
"redsolesredwine",,
"sophhhusss",,
"sagethegemanil",,
"justyn12251",,
"BradyKendrick24",,
"GYMObrad",,
"wsbradio",,
"GetSomeGALLO",,
"_greensick",,
"debbagain",,
"jsh_129",,
"rkim3150",,
"arturodetexas",20.8438775,-99.82177205
"WINYRadio",,
"RxScottLason",,
"seededtable",,
"sesynurse",,
"TheBowTieCoach",,
"poppamarx",,
"TeensandToddler",,
"NMCInspires",,
"CUDenver",,
"Josh_is_so_nice",,
"tarquinc",,
"vitamartdotca",,
"TheRealLazLily",,
"daniellemmaltby",,
"syntaxjunkie",,
"Kristina_4ever",,
"keithmakesmusic",,
"ohiostandard",,
"LunchLearnPod",,
"MedStarHealth",,
"AtlantaNewsFeed",,
"jwoodgett",,
"deercreeklax",35.4828435,-97.552161
"AFCUrgentSD",,
"ABC7Amarillo",,
"WeiPoints",,
"bellauh_",,
"patyto73",,
"patyto73",36.2491245,-115.133373
"stofcare",,
"me_oh_miah",,
"BethesdaJuanita",,
"kolohepaul",,
"shawneenewsstar",,
"WRAAonAging",,
"WashSchool",,
"michael_willis1",,
"petewhite78",,
"JabNews1",,
"TasteForLife",,
"DesertChica",,
"kgunnerpd",,
"SurfnSunshine",,
"awolfamongbriar",,
"EarthFare",,
"hoodrichdavec",,
"welldotca",,
"CVSteveGreene",,
"CKDOradio",,
"AllHandsDotNet",,
"cristi_jolly",,
"Tepper",,
"SkyHiNews",,
"CPWra",,
"suburbiaU",,
"coordhealth",,
"fiPlanPartners",,
"AnitaMaynard06",,
"BridgetTxRD",,
"tom_auer",,
"whiskynsunshine",,
"hometown",,
"rosie2654",,
"SSMHealthMidMO",,
"SLUHospital",,
"SSMHealthSTL",,
"SSMStFrancis",,
"marcodrugs",,
"LourdesMedAssoc",,
"AllisonHutchiso",,
"celestecz18",,
"OscilloUSA",,
"WLWT",,
"drpatfarrell",,
"PsychToday",,
"SanDiego_411",,
"kimreynolds89",,
"nmitch",,
"iBoldNews",,
"HarlotOScara_",,
"Hire_alaska",,
"Tenn_HR",,
"Mr_ScareKrow",,
"embasic",,
"ABC12WJRT",,
"YwalkWhenUcnFLY",,
"1930goalie",,
"vickinorwood28",,
"Hire_Atl",,
"Ex67T20",,
